gameId,playId,totalDistanceTraveledByPossessionTeam,homeTeamAbbr,visitorTeamAbbr,possessionTeam,passResult,passLength,isDropback,rushLocationType,homeTeamWinProbabilityAdded,visitorTeamWinProbilityAdded,expectedPointsAdded,pff_runConceptPrimary,pff_runConceptSecondary,pff_runPassOption,pff_passCoverage,pff_manZone,absoluteYardlineNumber,quarter,down,yardsToGo,playDescription
2022090800,56,101.12,LA,BUF,BUF,C,5.0,True,,-3.12104821205139e-05,3.12104821205139e-05,0.0044204024598002,,,0,Cover 6-Left,Zone,85,1,1,10,(15:00) (Shotgun) J.Allen pass short right to S.Diggs to BUF 31 for 6 yards (J.Ramsey).
2022090800,80,25.990000000000002,LA,BUF,BUF,R,,True,INSIDE_RIGHT,-0.0134966485202312,0.0134966485202312,0.82357050711289,,,0,Cover 6-Left,Zone,79,1,2,4,"(14:29) (No Huddle, Shotgun) J.Allen scrambles right end to BUF 38 for 7 yards (E.Jones)."
2022090800,101,60.51,LA,BUF,BUF,,,False,INSIDE_RIGHT,-0.0148497186601162,0.0148497186601162,0.562363488599658,OUTSIDE ZONE,LEAD,0,Cover-6 Right,Zone,72,1,1,10,(13:54) D.Singletary right end to BUF 45 for 7 yards (T.Hill).
2022090800,122,65.8,LA,BUF,BUF,C,-3.0,True,,-0.0190317071974277,0.0190317071974277,0.399208846967667,,,0,Cover-3,Zone,65,1,2,3,(13:15) (Shotgun) J.Allen pass short right to D.Singletary to LA 49 for 6 yards (B.Wagner).
2022090800,167,84.42,LA,BUF,BUF,C,6.0,True,,-0.0318699777126312,0.0318699777126312,1.37344093748834,,,0,Cover-3,Zone,57,1,2,8,(11:54) (Shotgun) J.Allen pass short middle to S.Diggs to LA 35 for 12 yards (L.Floyd).
2022090800,191,64.81,LA,BUF,BUF,,,False,OUTSIDE_RIGHT,0.0040013045072555,-0.0040013045072555,-0.413324968074448,PULL LEAD,PITCH,0,Cover 6-Left,Zone,45,1,1,10,"(11:20) Z.Moss right end to LA 34 for 1 yard (T.Lewis, G.Gaines)."
2022090800,212,85.11,LA,BUF,BUF,C,6.0,True,,-0.0182382054626942,0.0182382054626942,0.547352206544019,,,0,Cover-1,Man,44,1,2,9,(10:42) (Shotgun) J.Allen pass short right to Z.Moss to LA 26 for 8 yards (B.Wagner).
2022090800,236,60.02,LA,BUF,BUF,C,15.0,True,,-0.063680924475193,0.063680924475193,2.91832571139093,POWER,,0,Cover-3,Zone,36,1,3,1,"(10:03) J.Allen pass short right to G.Davis for 26 yards, TOUCHDOWN."
2022090800,299,99.41,LA,BUF,LA,,,False,INSIDE_RIGHT,7.19912350177765e-05,-7.19912350177765e-05,-0.105841164942831,INSIDE ZONE,SPLIT,0,Cover-3,Zone,27,1,1,10,(9:52) D.Henderson up the middle to LA 22 for 5 yards (G.Rousseau).
2022090800,343,80.97,LA,BUF,LA,,,False,OUTSIDE_RIGHT,-0.0081130601465702,0.0081130601465702,-0.737179451622069,INSIDE ZONE,SPLIT,0,Cover-3,Zone,27,1,2,10,(9:04) (Shotgun) D.Henderson up the middle to LA 19 for 2 yards (T.Edmunds).
2022090800,364,86.19,LA,BUF,LA,C,22.0,True,,0.0621754545718431,-0.0621754545718431,3.1243814942427,,,0,Cover 6-Left,Zone,29,1,3,8,(8:25) (Shotgun) M.Stafford pass deep right to C.Kupp ran ob at LA 42 for 23 yards (J.Poyer).
2022090800,393,112.02,LA,BUF,LA,,,False,INSIDE_RIGHT,-0.0152631364762783,0.0152631364762783,-0.38633546885103,INSIDE ZONE,SPLIT,0,Cover-3,Zone,52,1,1,10,(7:45) (Shotgun) D.Henderson right guard to LA 43 for 1 yard (T.Settle).
2022090800,414,3.25,LA,BUF,LA,C,-3.0,True,,0.0296890065073967,-0.0296890065073967,1.08640423417091,,,0,Cover-2,Zone,53,1,2,9,"(7:23) (No Huddle, Shotgun) M.Stafford pass short right to T.Higbee to BUF 47 for 10 yards (D.Jackson)."
2022090800,438,18.34,LA,BUF,LA,C,-1.0,True,,-0.0042172335088253,0.0042172335088253,-0.2383437321987,UNDEFINED,,0,Cover-2,Zone,63,1,1,10,(6:48) M.Stafford pass short left to B.Skowronek pushed ob at BUF 43 for 4 yards (C.Benford).
2022090800,467,5.3100000000000005,LA,BUF,LA,S,,True,,-0.0522613488137722,0.0522613488137722,-2.09414110006765,,,0,Cover-3,Zone,67,1,2,6,"(6:21) (No Huddle, Shotgun) M.Stafford sacked at LA 49 for -8 yards (V.Miller)."
2022090800,486,21.64,LA,BUF,LA,C,6.0,True,,-0.0160776861011982,0.0160776861011982,-1.04183847806416,,,0,Cover-3,Zone,59,1,3,14,"(5:53) (No Huddle, Shotgun) M.Stafford pass short right to C.Kupp to BUF 45 for 6 yards (J.Poyer)."
2022090800,529,9.02,LA,BUF,BUF,,,False,INSIDE_RIGHT,-0.0047524869441986,0.0047524869441986,0.168697491288185,INSIDE ZONE,SPLIT,0,Cover-2,Zone,101,1,1,10,(5:06) (Shotgun) D.Singletary right guard to BUF 16 for 7 yards (T.Hill).
2022090800,550,77.42,LA,BUF,BUF,S,,True,,0.0221339613199234,-0.0221339613199234,-1.1758899660781,,,0,Cover-3 Seam,Zone,94,1,2,3,(4:26) (Shotgun) J.Allen sacked at BUF 15 for -1 yards (A.Donald).
2022090800,569,85.96,LA,BUF,BUF,C,8.0,True,,-0.0256726089864969,0.0256726089864969,2.01205852394924,,,0,Cover-3,Zone,95,1,3,4,(3:46) (Shotgun) J.Allen pass short right to S.Diggs to BUF 25 for 10 yards (N.Scott).
2022090800,593,68.39,LA,BUF,BUF,C,-1.0,True,,-0.0199275128543377,0.0199275128543377,0.722006470896304,DRAW,,1,Cover 6-Left,Zone,85,1,1,10,(3:10) (Shotgun) J.Allen pass short left to J.Crowder to BUF 36 for 11 yards (T.Rapp; N.Scott).
2022090800,617,59.800000000000004,LA,BUF,BUF,C,12.0,True,,-0.0022524818778038,0.0022524818778038,0.741917429259047,INSIDE ZONE,,0,Cover-3,Zone,74,1,1,10,(2:32) (Shotgun) J.Allen pass short left to I.McKenzie to BUF 48 for 12 yards (J.Ramsey).
2022090800,646,72.7,LA,BUF,BUF,C,-3.0,True,,-0.0294835809618235,0.0294835809618235,1.35246869327966,INSIDE ZONE,,0,Cover-3,Zone,62,1,1,10,"(1:53) J.Allen pass short left to D.Knox to LA 47 for 5 yards (J.Hollins). PENALTY on LA-J.Hollins, Horse Collar Tackle, 15 yards, enforced at LA 47."
2022090800,692,84.96000000000001,LA,BUF,BUF,C,1.0,True,,0.0098409485071897,-0.0098409485071897,-0.276642305660062,,,0,Cover-3 Seam,Zone,42,1,1,10,(1:25) (Shotgun) J.Allen pass short right to S.Diggs to LA 29 for 3 yards (B.Wagner).
2022090800,721,99.02,LA,BUF,BUF,IN,5.0,True,,0.079390162602067,-0.079390162602067,-4.73727653035894,,,0,Cover-3,Zone,39,1,2,7,"(:45) (No Huddle, Shotgun) J.Allen pass short right intended for I.McKenzie INTERCEPTED by T.Lewis at LA 24. T.Lewis to LA 24 for no gain (I.McKenzie)."
2022090800,775,3.22,LA,BUF,LA,C,5.0,True,,-0.0070189237594604,0.0070189237594604,-0.200449468567967,,,0,Cover-3,Zone,34,1,2,10,"(:17) (No Huddle, Shotgun) M.Stafford pass short right to C.Kupp to LA 30 for 6 yards (T.Edmunds)."
2022090800,818,110.04,LA,BUF,LA,C,-4.0,True,,-0.0175267569720745,0.0175267569720745,-1.37273145653307,,,0,Cover-2,Zone,80,2,3,4,"(15:00) (Shotgun) M.Stafford pass short left to D.Henderson to LA 31 for 1 yard (M.Hyde, C.Benford) [E.Oliver]."
2022090800,867,60.44,LA,BUF,BUF,C,-1.0,True,,0.0110607445240021,-0.0110607445240021,-0.476211209548637,OUTSIDE ZONE,,0,Cover 6-Left,Zone,42,2,1,10,(14:08) J.Allen pass short right to Z.Moss pushed ob at BUF 34 for 2 yards (J.Ramsey).
2022090800,896,74.2,LA,BUF,BUF,,,False,OUTSIDE_RIGHT,0.0946564674377441,-0.0946564674377441,-4.71796426689252,OUTSIDE ZONE,LEAD,1,Cover-3,Zone,44,2,2,8,"(13:36) (Shotgun) J.Cook right tackle to BUF 37 for 3 yards (E.Jones; N.Scott). FUMBLES (E.Jones), RECOVERED by LA-L.Floyd at BUF 36."
2022090800,933,92.67,LA,BUF,LA,,,False,INSIDE_RIGHT,-0.0062837563455104,0.0062837563455104,-0.489963612984866,INSIDE ZONE,SPLIT,0,Cover-2,Zone,46,2,1,10,(13:24) C.Akers right guard to BUF 36 for no gain (E.Oliver).
2022090800,954,10.14,LA,BUF,LA,IN,6.0,True,,-0.10270681232214,0.10270681232214,-4.74903482431546,,,0,Cover-2,Zone,46,2,2,10,"(12:57) (No Huddle, Shotgun) M.Stafford pass short right intended for T.Higbee INTERCEPTED by D.Jackson [A.Epenesa] at BUF 30. D.Jackson to BUF 32 for 2 yards (T.Higbee)."
2022090800,1009,76.95,LA,BUF,BUF,,,False,OUTSIDE_RIGHT,0.0102831609547138,-0.0102831609547138,-0.405225007096305,MAN,,1,Cover-6 Right,Zone,47,2,2,5,(12:26) (Shotgun) Z.Moss right guard to BUF 40 for 3 yards (As.Robinson).
2022090800,1030,88.54,LA,BUF,BUF,C,10.0,True,,-0.025333134457469,0.025333134457469,1.50884259701706,,,0,Cover-3,Zone,50,2,3,2,(11:44) (Shotgun) J.Allen pass short left to G.Davis to 50 for 10 yards (D.Long).
2022090800,1102,82.37,LA,BUF,BUF,C,-3.0,True,,0.0011219568550586,-0.0011219568550586,-0.132479459745809,,,0,Quarters,Zone,85,2,2,6,"(9:37) (No Huddle, Shotgun) J.Allen pass short left to Z.Moss to LA 23 for 2 yards (T.Hill)."
2022090800,1126,86.81,LA,BUF,BUF,I,17.0,True,,0.0184051990509033,-0.0184051990509033,-1.15755277505377,,,0,Cover-1,Man,87,2,3,4,(8:55) (Shotgun) J.Allen pass incomplete deep left to G.Davis.
2022090800,1187,80.7,LA,BUF,LA,,,False,INSIDE_LEFT,0.0063448641449213,-0.0063448641449213,-0.0429012021049857,OUTSIDE ZONE,,0,Cover-2,Zone,70,2,1,10,"(8:48) D.Henderson right tackle to LA 44 for 4 yards (V.Miller, D.Jones)."
2022090800,1208,66.65,LA,BUF,LA,I,5.0,True,,-0.0148228332400322,0.0148228332400322,-0.822759851347655,OUTSIDE ZONE,,0,Cover-3,Zone,66,2,2,6,(8:09) M.Stafford pass incomplete short left to T.Atwell (T.Johnson).
2022090800,1230,86.88,LA,BUF,LA,C,7.0,True,,0.0284532885998487,-0.0284532885998487,1.85966627509333,,,0,Quarters,Zone,66,2,3,6,(8:04) (Shotgun) M.Stafford pass short left to B.Skowronek to BUF 44 for 12 yards (T.Johnson).
2022090800,1254,120.79,LA,BUF,LA,,,False,INSIDE_LEFT,0.0087009742856025,-0.0087009742856025,0.550017478875816,INSIDE ZONE,,1,Cover-3,Zone,54,2,1,10,"(7:20) (Shotgun) B.Powell left tackle to BUF 41 for 3 yards (C.Basham). PENALTY on BUF-J.Phillips, Defensive Holding, 5 yards, enforced at BUF 41."
2022090800,1286,63.51,LA,BUF,LA,C,0.0,True,,0.0075022503733634,-0.0075022503733634,0.273790133476723,OUTSIDE ZONE,,0,Cover-2,Zone,46,2,1,10,(6:49) M.Stafford pass short left to C.Kupp pushed ob at BUF 30 for 6 yards (M.Milano).
2022090800,1315,50.67,LA,BUF,LA,S,,True,,-0.0449474640190601,0.0449474640190601,-2.22211324010277,,,0,Quarters,Zone,40,2,2,4,"(6:12) (No Huddle, Shotgun) M.Stafford sacked at BUF 40 for -10 yards (J.Phillips)."
2022090800,1334,33.46,LA,BUF,LA,C,12.0,True,,0.015200225636363,-0.015200225636363,0.514896295440849,,,0,Cover-3,Zone,50,2,3,14,"(5:42) (No Huddle, Shotgun) M.Stafford pass short left to Al.Robinson to BUF 28 for 12 yards (T.Edmunds)."
2022090800,1358,95.37,LA,BUF,LA,C,-2.0,True,,0.0215330924838781,-0.0215330924838781,1.79311883397168,,,0,Cover-3,Zone,38,2,4,2,"(4:54) (Shotgun) M.Stafford pass short right to C.Kupp to BUF 25 for 3 yards (M.Milano, E.Oliver). BUF-E.Oliver was injured during the play."
2022090800,1385,40.78,LA,BUF,LA,,,False,INSIDE_LEFT,0.0279229842126369,-0.0279229842126369,1.46339243039256,OUTSIDE ZONE,PITCH,0,Cover-2,Zone,35,2,1,10,"(4:14) D.Henderson left end to BUF 7 for 18 yards (D.Jackson, T.Edmunds)."
2022090800,1406,18.32,LA,BUF,LA,,,False,INSIDE_RIGHT,9.97073948383331e-05,-9.97073948383331e-05,0.118456421943847,MAN,,0,Red Zone,Other,17,2,1,7,(3:42) D.Henderson up the middle to BUF 4 for 3 yards (D.Jones).
2022090800,1427,68.78,LA,BUF,LA,C,4.0,True,,0.0587703622877598,-0.0587703622877598,1.39090959815076,,,0,Red Zone,Other,14,2,2,4,"(3:05) (Shotgun) M.Stafford pass short right to C.Kupp for 4 yards, TOUCHDOWN."
